smiles,bandgap_chain,mfp_MQNs13,mfp_MQNs14,mfp_MQNs15,mfp_MQNs16,mfp_MQNs17,mfp_MQNs18,mfp_MQNs19,mfp_MQNs20,mfp_MQNs21,mfp_MQNs22,mfp_MQNs23,mfp_MQNs24,mfp_MQNs25,mfp_MQNs26,mfp_MQNs27,mfp_MQNs28,mfp_MQNs29,mfp_MQNs30,mfp_MQNs31,mfp_MQNs32,mfp_MQNs33,mfp_MQNs34,mfp_MQNs35,mfp_MQNs36,mfp_MQNs37,mfp_MQNs38,mfp_MQNs39,mfp_MQNs40,mfp_MQNs41,mfp_MQNs42,mfp_NumAromaticRings,mfp_NumAliphaticRings,mfp_Chi0n,mfp_Chi0v,mfp_Chi1n,mfp_Chi1v,mfp_Chi2n,mfp_Chi2v,mfp_HallKierAlpha,mfp_tpsa
[*]Nc1ccc(NC(=O)c2cccc(C([*])=O)c2)cc1,3.5313,0.5666666666666667,0.0666666666666666,0.0,0.2,0.2,0.0,0.1333333333333333,0.2,0.1333333333333333,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.6903641257309214,0.2903641257309214,0.3473569823404558,0.15263562279046,0.0988743877133132,0.0988743877133132,0.0873333333333333,0.6015833333333334
[*]Nc1cccc(NC(=O)CCCCCCCCC([*])=O)c1,4.7951,0.8181818181818182,0.0454545454545454,0.0,0.0681818181818181,0.0681818181818181,0.0,0.25,0.1363636363636363,0.0909090909090909,0.0,0.0,0.0,0.0,0.0454545454545454,0.0,0.0909090909090909,0.1818181818181818,0.0,0.1363636363636363,0.0,0.0,0.0,0.0,0.0227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0227272727272727,0.0,0.7661573584529009,0.2207028129983555,0.3788797606866744,0.1097515609934954,0.061732537077259,0.061732537077259,0.0418181818181818,0.4101704545454545
[*]Nc1ccc(NC(=O)c2ccc(C([*])=O)cc2)cc1,3.3019,0.5666666666666667,0.0666666666666666,0.0,0.2,0.2,0.0,0.1333333333333333,0.2,0.1333333333333333,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.6903641257309214,0.2903641257309214,0.3473569823404558,0.15263562279046,0.0988743877133132,0.0988743877133132,0.0873333333333333,0.6015833333333334
[*]Nc1ccc(-c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,3.1615,0.55,0.05,0.0,0.225,0.225,0.0,0.125,0.15,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.6927730942981911,0.2927730942981911,0.3542677367553418,0.158226717092845,0.1054057907849849,0.1054057907849849,0.0849999999999999,0.4511874999999999
[*]CCCC(CCNC(=O)c1ccc(C(=O)N[*])cc1)C(C)C,4.5773,0.8297872340425532,0.0425531914893617,0.0,0.0638297872340425,0.0638297872340425,0.0,0.2340425531914893,0.1276595744680851,0.0851063829787234,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0851063829787234,0.1914893617021276,0.0,0.1276595744680851,0.0,0.0,0.0,0.0,0.0212765957446808,0.0,0.0,0.0,0.0,0.0,0.0,0.0212765957446808,0.0,0.7704451866367583,0.2172536972750562,0.38129169085561,0.1080652911428468,0.0682747218418499,0.0682747218418499,0.0391489361702127,0.3839893617021276
[*]CCCCCCCNC(=O)c1ccc(C(=O)N[*])cc1,4.5479,0.8048780487804879,0.048780487804878,0.0,0.073170731707317,0.073170731707317,0.0,0.2195121951219512,0.1463414634146341,0.0975609756097561,0.0,0.0,0.0,0.0,0.048780487804878,0.0,0.0975609756097561,0.1707317073170731,0.0,0.1463414634146341,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.7612420432177474,0.2246566773640888,0.3761148651271628,0.1116846020417999,0.0660710225991937,0.0660710225991937,0.0448780487804878,0.4401829268292683
[*]CCC(C)CC(C)(C)CNC(=O)c1ccc(C(=O)N[*])cc1,4.71,0.8297872340425532,0.0425531914893617,0.0,0.0638297872340425,0.0638297872340425,0.0,0.2340425531914893,0.1276595744680851,0.0851063829787234,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0851063829787234,0.1914893617021276,0.0,0.1276595744680851,0.0,0.0,0.0,0.0,0.0212765957446808,0.0,0.0,0.0,0.0,0.0,0.0,0.0212765957446808,0.0,0.7704451866367583,0.2172536972750562,0.38129169085561,0.1080652911428468,0.0735938707780201,0.0735938707780201,0.0391489361702127,0.3839893617021276
[*]CCC(C)(C)CC(C)CNC(=O)c1ccc(C(=O)N[*])cc1,4.7589,0.8297872340425532,0.0425531914893617,0.0,0.0638297872340425,0.0638297872340425,0.0,0.2340425531914893,0.1276595744680851,0.0851063829787234,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0851063829787234,0.1914893617021276,0.0,0.1276595744680851,0.0,0.0,0.0,0.0,0.0212765957446808,0.0,0.0,0.0,0.0,0.0,0.0,0.0212765957446808,0.0,0.7704451866367583,0.2172536972750562,0.38129169085561,0.1080652911428468,0.0735938707780201,0.0735938707780201,0.0391489361702127,0.3839893617021276
[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,3.1602,0.5813953488372093,0.0465116279069767,0.0,0.2093023255813953,0.2093023255813953,0.0,0.1395348837209302,0.1395348837209302,0.0930232558139534,0.0,0.0,0.0,0.0,0.0465116279069767,0.0,0.0930232558139534,0.0232558139534883,0.0,0.4186046511627907,0.0,0.0,0.0,0.0,0.0697674418604651,0.0,0.0,0.0,0.0,0.0,0.0,0.0697674418604651,0.0,0.7025796226029685,0.2839749714401777,0.3586211504700854,0.1530015972956697,0.1009588751488231,0.1009588751488231,0.0790697674418604,0.4197093023255814
[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,4.4501,0.6875,0.0833333333333333,0.0,0.125,0.125,0.0,0.1875,0.2083333333333333,0.125,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.717409763402484,0.276086775505145,0.3571418425311005,0.1544801649408244,0.0801032857439474,0.0983879604790547,0.0556249999999999,0.4809375
[*]CCCCCCCCCNC(=O)CCCCCCCC(=O)N[*],5.8181,0.9482758620689656,0.0344827586206896,0.0,0.0,0.0,0.0,0.293103448275862,0.1034482758620689,0.0689655172413793,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0689655172413793,0.2758620689655172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8053607546884076,0.1846710995159938,0.3951846460381668,0.0875701497192034,0.0445502056304645,0.0445502056304645,0.0182758620689655,0.3111637931034482
[*]CCCCCCCCNC(=O)CCCCCCC(=O)N[*],5.7642,0.9423076923076924,0.0384615384615384,0.0,0.0,0.0,0.0,0.2884615384615384,0.1153846153846153,0.0769230769230769,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0769230769230769,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8021331494601469,0.1867485340755316,0.3927059513502629,0.0880590131483423,0.0448829216647489,0.0448829216647489,0.0203846153846153,0.3470673076923077
[*]CC(=O)N[*],6.0692,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7617179873293135,0.2061624317737579,0.3413509037757585,0.0753034381091011,0.0339058404898314,0.0339058404898314,0.0588888888888888,1.1969444444444446
[*]NC(CCC(=O)OC)C([*])=O,5.2436,0.8571428571428571,0.0952380952380952,0.0,0.0,0.0,0.0,0.2857142857142857,0.3333333333333333,0.1904761904761904,0.0,0.0,0.0,0.0,0.0952380952380952,0.0476190476190476,0.1428571428571428,0.1904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7462837365186451,0.2224742127091213,0.3540252652227438,0.0971477799370335,0.0519137343593893,0.0519137343593893,0.0428571428571428,0.8260714285714286
[*]CCCCNC(=O)CCC=CCCC(=O)N[*],5.3048,0.8947368421052632,0.0789473684210526,0.0,0.0,0.0,0.0,0.2631578947368421,0.1578947368421052,0.1052631578947368,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.1578947368421052,0.2105263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7818664150507274,0.2029190466296748,0.3794923544793072,0.0941860179924684,0.0482608401728143,0.0482608401728143,0.0347368421052631,0.4749342105263158
[*]C(=O)CCCCCCCCC(=O)N1CCN([*])CC1,5.5844,0.8181818181818182,0.0454545454545454,0.0,0.1363636363636363,0.0,0.0,0.2045454545454545,0.1363636363636363,0.0909090909090909,0.0,0.0,0.0,0.0,0.0454545454545454,0.0,0.0454545454545454,0.1818181818181818,0.0,0.0454545454545454,0.0909090909090909,0.0,0.0,0.0,0.0227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227272727272727,0.7888846311801736,0.1979755402710828,0.3914430880616754,0.0971882336184945,0.0523100415460083,0.0523100415460083,0.0204545454545454,0.2807386363636364
[*]C(=O)CCCCC(=O)N1CCN([*])CC1,5.6492,0.75,0.0625,0.0,0.1875,0.0,0.0,0.15625,0.1875,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.125,0.0,0.0625,0.125,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.7722163678727388,0.2097163678727388,0.3819842460848036,0.1023838212254299,0.0563013071257614,0.0563013071257614,0.028125,0.386015625
[*]CCCCCCNC(=O)CCC=CCCC(=O)N[*],5.7927,0.9090909090909092,0.0681818181818181,0.0,0.0,0.0,0.0,0.2727272727272727,0.1363636363636363,0.0909090909090909,0.0,0.0,0.0,0.0,0.0454545454545454,0.0,0.1363636363636363,0.2272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7888846311801736,0.1979755402710827,0.3845615788684925,0.0927061064480409,0.0473616346947032,0.0473616346947032,0.03,0.4101704545454545
[*]CCCCCCCCCCCCNC(=O)C(=O)N[*],5.6418,0.9347826086956522,0.0434782608695652,0.0,0.0,0.0,0.0,0.2608695652173913,0.1304347826086956,0.0869565217391304,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0869565217391304,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7980635602592965,0.1893679080853835,0.3895806406568189,0.0886754061676913,0.0453024331862379,0.0453024331862379,0.0230434782608695,0.3923369565217391
[*]CCCCCCCCCCNC(=O)CCC=CCCC(=O)N[*],5.7804,0.9285714285714286,0.0535714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.1071428571428571,0.0714285714285714,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.1071428571428571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7984093530701364,0.1912664959272793,0.3914412405395298,0.0906976550663178,0.0461412844029811,0.0461412844029811,0.0235714285714285,0.3222767857142857
[*]CCCCCCCCCCNC(=O)CCCCCCCC(=O)N[*],5.9487,0.9508196721311476,0.0327868852459016,0.0,0.0,0.0,0.0,0.2950819672131147,0.0983606557377049,0.0655737704918032,0.0,0.0,0.0,0.0,0.0327868852459016,0.0,0.0655737704918032,0.2786885245901639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8067364552775023,0.1837856356053712,0.3962411388559618,0.0873617817002262,0.0444083922388023,0.0444083922388023,0.0173770491803278,0.2958606557377049
[*]CC(C)(C)C(=O)N[*],5.6407,0.8888888888888888,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7975256603313234,0.1864145492202122,0.3790087852212126,0.0793183857212172,0.0586195869115823,0.0586195869115823,0.0294444444444444,0.5984722222222223
[*]CCCCC(C)CC(=O)N[*],5.9298,0.925925925925926,0.037037037037037,0.0,0.0,0.0,0.0,0.2592592592592592,0.1111111111111111,0.074074074074074,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.074074074074074,0.2592592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8094615513319933,0.1798319217023637,0.3915614123696972,0.0806567015919226,0.0437093542373512,0.0437093542373512,0.0196296296296296,0.3989814814814815
[*]CCCC(C)CCC(=O)N[*],6.0143,0.925925925925926,0.037037037037037,0.0,0.0,0.0,0.0,0.2592592592592592,0.1111111111111111,0.074074074074074,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.074074074074074,0.2592592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8094615513319933,0.1798319217023637,0.3915614123696972,0.0806567015919226,0.0437093542373512,0.0437093542373512,0.0196296296296296,0.3989814814814815
[*]CC(C)CCCCC(=O)N[*],6.0048,0.925925925925926,0.037037037037037,0.0,0.0,0.0,0.0,0.2592592592592592,0.1111111111111111,0.074074074074074,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.074074074074074,0.2592592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8094615513319933,0.1798319217023637,0.3915614123696972,0.0806567015919226,0.0437093542373512,0.0437093542373512,0.0196296296296296,0.3989814814814815
[*]NC(C)CC([*])=O,5.9253,0.8666666666666667,0.0666666666666666,0.0,0.0,0.0,0.0,0.2666666666666666,0.2,0.1333333333333333,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.1333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7903641257309214,0.1903641257309214,0.3714772089321217,0.078515396198794,0.0383779246910629,0.0383779246910629,0.0246666666666666,0.7181666666666667
[*]CCCC(=O)N[*],5.4041,0.8666666666666667,0.0666666666666666,0.0,0.0,0.0,0.0,0.2,0.2,0.1333333333333333,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.1333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7903641257309214,0.1903641257309214,0.3714772089321218,0.078515396198794,0.0370101709605655,0.0370101709605655,0.0353333333333333,0.7181666666666667
[*]CCCC(C)CC(=O)N[*],6.0572,0.9166666666666666,0.0416666666666666,0.0,0.0,0.0,0.0,0.25,0.125,0.0833333333333333,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0833333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8064775785818258,0.1814775785818258,0.3884232555825761,0.0803221226242462,0.0439646901836867,0.0439646901836867,0.0220833333333333,0.4488541666666667
[*]CCCCC(=O)N[*],5.686,0.8888888888888888,0.0555555555555555,0.0,0.0,0.0,0.0,0.2222222222222222,0.1666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7975256603313234,0.1864145492202122,0.3790087852212126,0.0793183857212172,0.037786253578249,0.037786253578249,0.0294444444444444,0.5984722222222223
[*]CCCCCCCCCCCCCCCCC(=O)N[*],5.9993,0.9629629629629628,0.0185185185185185,0.0,0.0,0.0,0.0,0.2962962962962963,0.0555555555555555,0.037037037037037,0.0,0.0,0.0,0.0,0.0185185185185185,0.0,0.037037037037037,0.2962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8213974423326633,0.1732492941845152,0.4041140395181819,0.0819950174626279,0.0403731956371941,0.0403731956371941,0.0098148148148148,0.1994907407407407
[*]CNC(=O)CCCCC(=O)N[*],5.998,0.88,0.08,0.0,0.0,0.0,0.0,0.24,0.24,0.16,0.0,0.0,0.0,0.0,0.08,0.0,0.16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7684369508771057,0.2084369508771057,0.3668283788085469,0.093162747348552,0.0488843411076782,0.0488843411076782,0.0424,0.7219
[*]CNC(=O)CCCCCCCCC(=O)N[*],6.137,0.918918918918919,0.054054054054054,0.0,0.0,0.0,0.0,0.2702702702702703,0.1621621621621621,0.1081081081081081,0.0,0.0,0.0,0.0,0.054054054054054,0.0,0.1081081081081081,0.2432432432432432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894844262683147,0.19488983167372,0.3829921478436128,0.0899748292895621,0.0465434737214042,0.0465434737214042,0.0286486486486486,0.4877702702702702
[*]CCNC(=O)CCCCC(=O)N[*],5.582,0.8928571428571429,0.0714285714285714,0.0,0.0,0.0,0.0,0.25,0.2142857142857142,0.1428571428571428,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.1428571428571428,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7753901347117015,0.2039615632831301,0.3721681953647741,0.0921095958469214,0.0476397116631051,0.0476397116631051,0.0378571428571428,0.6445535714285714
[*]CCNC(=O)CCCCCCCCC(=O)N[*],5.9599,0.925,0.05,0.0,0.0,0.0,0.0,0.275,0.15,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7927730942981911,0.192773094298191,0.3855177367553418,0.089476717092845,0.0458477981641736,0.0458477981641736,0.0265,0.4511874999999999
[*]CCNC(=O)CCCCCCCCCCC(=O)N[*],5.7085,0.9347826086956522,0.0434782608695652,0.0,0.0,0.0,0.0,0.2826086956521739,0.1304347826086956,0.0869565217391304,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0869565217391304,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7980635602592965,0.1893679080853835,0.3895806406568189,0.0886754061676913,0.0453024331862379,0.0453024331862379,0.0230434782608695,0.3923369565217391
[*]CCCCNC(=O)CCCCCC(=O)N[*],5.9678,0.918918918918919,0.054054054054054,0.0,0.0,0.0,0.0,0.2702702702702703,0.1621621621621621,0.1081081081081081,0.0,0.0,0.0,0.0,0.054054054054054,0.0,0.1081081081081081,0.2432432432432432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894844262683147,0.19488983167372,0.3829921478436128,0.0899748292895621,0.0461868088261336,0.0461868088261336,0.0286486486486486,0.4877702702702702
[*]CCCCNC(=O)CCCCCCC(=O)N[*],6.0507,0.925,0.05,0.0,0.0,0.0,0.0,0.275,0.15,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7927730942981911,0.192773094298191,0.3855177367553418,0.089476717092845,0.0458477981641736,0.0458477981641736,0.0265,0.4511874999999999
[*]CCCCNC(=O)CCCCCCCC(=O)N[*],5.8602,0.9302325581395348,0.0465116279069767,0.0,0.0,0.0,0.0,0.2790697674418604,0.1395348837209302,0.0930232558139534,0.0,0.0,0.0,0.0,0.0465116279069767,0.0,0.0930232558139534,0.2558139534883721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7956028784169219,0.1909517156262242,0.3876909179119459,0.0890481089235767,0.0455560913155103,0.0455560913155103,0.0246511627906976,0.4197093023255814
[*]CCCCNC(=O)CCCCCCCCCC(=O)N[*],6.0257,0.9387755102040816,0.0408163265306122,0.0,0.0,0.0,0.0,0.2857142857142857,0.1224489795918367,0.0816326530612244,0.0,0.0,0.0,0.0,0.0408163265306122,0.0,0.0816326530612244,0.2653061224489796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002229341209722,0.1879780361617886,0.3912389687798708,0.0883483404839551,0.0450798352360601,0.0450798352360601,0.0216326530612244,0.3683163265306122
[*]CCCCNC(=O)CCCCCCCCCCC(=O)N[*],5.7128,0.9423076923076924,0.0384615384615384,0.0,0.0,0.0,0.0,0.2884615384615384,0.1153846153846153,0.0769230769230769,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0769230769230769,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8021331494601469,0.1867485340755316,0.3927059513502629,0.0880590131483423,0.0448829216647489,0.0448829216647489,0.0203846153846153,0.3470673076923077
[*]CCCCCNC(=O)CC(=O)N[*],5.6519,0.8928571428571429,0.0714285714285714,0.0,0.0,0.0,0.0,0.25,0.2142857142857142,0.1428571428571428,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.1428571428571428,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7753901347117015,0.2039615632831301,0.3721681953647741,0.0921095958469214,0.0476397116631051,0.0476397116631051,0.0378571428571428,0.6445535714285714
[*]CCCCCNC(=O)CCCCCC(=O)N[*],5.7869,0.925,0.05,0.0,0.0,0.0,0.0,0.275,0.15,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7927730942981911,0.192773094298191,0.3855177367553418,0.089476717092845,0.0458477981641736,0.0458477981641736,0.0265,0.4511874999999999
[*]CCCCCNC(=O)CCCCCCC(=O)N[*],5.8169,0.9302325581395348,0.0465116279069767,0.0,0.0,0.0,0.0,0.2790697674418604,0.1395348837209302,0.0930232558139534,0.0,0.0,0.0,0.0,0.0465116279069767,0.0,0.0930232558139534,0.2558139534883721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7956028784169219,0.1909517156262242,0.3876909179119459,0.0890481089235767,0.0455560913155103,0.0455560913155103,0.0246511627906976,0.4197093023255814
[*]CCCCCNC(=O)CCCCCCCCC(=O)N[*],5.7156,0.9387755102040816,0.0408163265306122,0.0,0.0,0.0,0.0,0.2857142857142857,0.1224489795918367,0.0816326530612244,0.0,0.0,0.0,0.0,0.0408163265306122,0.0,0.0816326530612244,0.2653061224489796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002229341209722,0.1879780361617886,0.3912389687798708,0.0883483404839551,0.0450798352360601,0.0450798352360601,0.0216326530612244,0.3683163265306122
[*]CCCCCNC(=O)CCCCCCCCCCCCC(=O)N[*],5.6675,0.9508196721311476,0.0327868852459016,0.0,0.0,0.0,0.0,0.2950819672131147,0.0983606557377049,0.0655737704918032,0.0,0.0,0.0,0.0,0.0327868852459016,0.0,0.0655737704918032,0.2786885245901639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8067364552775023,0.1837856356053712,0.3962411388559618,0.0873617817002262,0.0444083922388023,0.0444083922388023,0.0173770491803278,0.2958606557377049
[*]CCCCCCNC(=O)CCCC(=O)N[*],5.7577,0.918918918918919,0.054054054054054,0.0,0.0,0.0,0.0,0.2702702702702703,0.1621621621621621,0.1081081081081081,0.0,0.0,0.0,0.0,0.054054054054054,0.0,0.1081081081081081,0.2432432432432432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894844262683147,0.19488983167372,0.3829921478436128,0.0899748292895621,0.0461868088261336,0.0461868088261336,0.0286486486486486,0.4877702702702702
[*]CCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],5.8741,0.9605263157894736,0.0263157894736842,0.0,0.0,0.0,0.0,0.3026315789473684,0.0789473684210526,0.0526315789473684,0.0,0.0,0.0,0.0,0.0263157894736842,0.0,0.0526315789473684,0.2894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.811985839104311,0.18040689173589,0.4002724930291272,0.0865666932067605,0.0438672621916703,0.0438672621916703,0.0139473684210526,0.2374671052631579
[*]CCCCCCCNC(=O)CCCCCCCC(=O)N[*],5.8765,0.9423076923076924,0.0384615384615384,0.0,0.0,0.0,0.0,0.2884615384615384,0.1153846153846153,0.0769230769230769,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0769230769230769,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8021331494601469,0.1867485340755316,0.3927059513502629,0.0880590131483423,0.0448829216647489,0.0448829216647489,0.0203846153846153,0.3470673076923077
[*]CCCCCCCNC(=O)CCCCCCCCCC(=O)N[*],5.5573,0.9482758620689656,0.0344827586206896,0.0,0.0,0.0,0.0,0.293103448275862,0.1034482758620689,0.0689655172413793,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0689655172413793,0.2758620689655172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8053607546884076,0.1846710995159938,0.3951846460381668,0.0875701497192034,0.0445502056304645,0.0445502056304645,0.0182758620689655,0.3111637931034482
[*]CCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N[*],5.9745,0.9571428571428572,0.0285714285714285,0.0,0.0,0.0,0.0,0.3,0.0857142857142857,0.0571428571428571,0.0,0.0,0.0,0.0,0.0285714285714285,0.0,0.0571428571428571,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8101560538846806,0.181584625313252,0.3988672781459096,0.0868438383387685,0.044055884665242,0.044055884665242,0.0151428571428571,0.2578214285714286
